channel_name,channel_id,channel_url,channel_description,channel_join_date,subscriber_count,video_id,video_url,title,description,published_at,tags,view_count,like_count,dislike_count,comment_count,duration_seconds
Nike,UCUFgkRb0ZHc4Rpq15VRCICA,https://www.youtube.com/@Nike,"You can't win. So Win.

For more information: https://go.nike.com/XzgyIjcJoXc",2006-03-08T03:18:02Z,2110000,lky2P_aw6nc,https://www.youtube.com/watch?v=lky2P_aw6nc,Introducing the LeBron 17 | Nike,"The LeBron 17 harnesses the power of LeBron James with a lightweight yet durable Knitposite upper, forefoot Zoom Air pods and the shoe’s largest heel Max Air unit for ultimate comfort and responsiveness.
Available now in adult and kid sizes. #lebron17 #nike
Adult: https://swoo.sh/2OAKPOQ
Kids: https://swoo.sh/2IFkJX5

Subscribe to our channel! http://youtube.com/nike

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)

Our mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.

Shop Nike https://go.nike.com/Shop-Nike  
Download Nike App https://go.nike.com/Nike-App
Download SNKRS App https://go.nike.com/SNKRS-App
Download Nike Training Club App https://go.nike.com/NTC-App
Download Nike Run Club App https://go.nike.com/NRC-App
Follow Nike on Instagram http://instagram.com/nike
Follow Nike on Twitter http://twitter.com/nike
Follow Nike on Facebook http://facebook.com/nike",2019-10-10T14:31:11Z,"Nike,Just Do It,nike shoes,Lebron James",1510625,21002.0,,299,72
Nike,UCUFgkRb0ZHc4Rpq15VRCICA,https://www.youtube.com/@Nike,"You can't win. So Win.

For more information: https://go.nike.com/XzgyIjcJoXc",2006-03-08T03:18:02Z,2110000,NP7oNGpH-LQ,https://www.youtube.com/watch?v=NP7oNGpH-LQ,Metcon 5: Barcelona | Nike,"Nike Training and La Huella Workout Club have partnered to reinterpret the Phoenix concept that inspired the new Metcon 5. 

Directors: Roger Varela and Guillem Castellvi.
La Huella Workout Club: Michele Solimeo and Joan Martinez Ros.

Subscribe to our channel! http://youtube.com/nike

Nike strives to bring innovation and inspiration to every athlete* in the world. (* If you have a body, you are an athlete.)

Our mission is what drives us to do everything possible to expand human potential. We do that by creating groundbreaking sport innovations, by making our products more sustainably, by building a creative and diverse global team and by making a positive impact in communities where we live and work.

Shop Nike https://go.nike.com/Shop-Nike  
Download Nike App https://go.nike.com/Nike-App
Download SNKRS App https://go.nike.com/SNKRS-App
Download Nike Training Club App https://go.nike.com/NTC-App
Download Nike Run Club App https://go.nike.com/NRC-App
Follow Nike on Instagram http://instagram.com/nike
Follow Nike on Twitter http://twitter.com/nike
Follow Nike on Facebook http://facebook.com/nike",2019-08-26T14:00:07Z,"Nike,Just Do It,Nike Training,nike shoes,Metcon 5",3629002,2920.0,,47,62
adidas,UCuLUOxd7ezJ8c6NSLBNRRfg,https://www.youtube.com/@adidas,"Through sport, we have the power to change lives. #YouGotThis
",2005-10-29T14:23:47Z,1890000,K2DGJ2uJjGY,https://www.youtube.com/watch?v=K2DGJ2uJjGY,Lamine Yamal and Pedri connection test 👀🤝 #adidas #footballl #lamineyamal #pedri,"Find out more at http://www.adidas.com

Follow us:
Instagram - http://www.instagram.com/adidas
Twitter - https://www.twitter.com/adidas 
TikTok - https://www.tiktok.com/@adidas",2025-04-07T09:02:53Z,adidas,3398040,58977.0,,82,17
adidas,UCuLUOxd7ezJ8c6NSLBNRRfg,https://www.youtube.com/@adidas,"Through sport, we have the power to change lives. #YouGotThis
",2005-10-29T14:23:47Z,1890000,9Vs37XUF0JU,https://www.youtube.com/watch?v=9Vs37XUF0JU,Lamine Yamal Skill Tutorial ✨🇪🇸 #adidas #football #LamineYamal,"Find out more at http://www.adidas.com

Follow us:
Instagram - http://www.instagram.com/adidas
Twitter - https://www.twitter.com/adidas 
TikTok - https://www.tiktok.com/@adidas",2025-01-24T09:00:10Z,"adidas,football,futbol,soccer,lamine,yamal,skill,tutorial,trick,spain,barcelona,tuto,learn",11054169,381664.0,,1653,10
adidas,UCuLUOxd7ezJ8c6NSLBNRRfg,https://www.youtube.com/@adidas,"Through sport, we have the power to change lives. #YouGotThis
",2005-10-29T14:23:47Z,1890000,kb6jeJlqBMg,https://www.youtube.com/watch?v=kb6jeJlqBMg,Lamine Yamal is the best student 🥰💗 #LamineYamal #adidas #f50,"The best student deserves the best boots ✨🧑‍🎓

Find out more at http://www.adidas.com

Follow us:
Instagram - http://www.instagram.com/adidas
Twitter - https://www.twitter.com/adidas 
TikTok - https://www.tiktok.com/@adidas",2024-12-17T13:03:11Z,"adidas,football,lamine yamal,new,boots,shoes,boot,shoe,lamine,yamal,footballer,player,barcelona,best,f50,soccer,spain",2915622,98490.0,,446,8
adidas,UCuLUOxd7ezJ8c6NSLBNRRfg,https://www.youtube.com/@adidas,"Through sport, we have the power to change lives. #YouGotThis
",2005-10-29T14:23:47Z,1890000,-cF9VtyPIIo,https://www.youtube.com/watch?v=-cF9VtyPIIo,a day in the life of Lamine Yamal 🥱🏆 #adidas #football #lamineyamal,"Find out more at http://www.adidas.com

Follow us:
Instagram - http://www.instagram.com/adidas
Twitter - https://www.twitter.com/adidas 
TikTok - https://www.tiktok.com/@adidas",2024-10-30T19:02:50Z,"adidas,football,lamine,yamal,trophy,trophies,ballon,d'or,2024,fc,barcelona,spain,player,footballer,futbol,best,euro",1295826,32557.0,,211,13
adidas,UCuLUOxd7ezJ8c6NSLBNRRfg,https://www.youtube.com/@adidas,"Through sport, we have the power to change lives. #YouGotThis
",2005-10-29T14:23:47Z,1890000,stPs1gsTtl0,https://www.youtube.com/watch?v=stPs1gsTtl0,Lamine Yamal 🤝 Kopa Trophy #adidas #football #lamineyamal,"Find out more at http://www.adidas.com

Follow us:
Instagram - http://www.instagram.com/adidas
Twitter - https://www.twitter.com/adidas 
TikTok - https://www.tiktok.com/@adidas",2024-10-29T08:24:55Z,"adidas,lamine yamal,lamine,yamal,fc,barcelona,euro,2024,best,player,kopa,trophy,ballon,d'or,ballon d'or,ceremony,football,footballer,football player",1993274,57039.0,,529,9
adidas,UCuLUOxd7ezJ8c6NSLBNRRfg,https://www.youtube.com/@adidas,"Through sport, we have the power to change lives. #YouGotThis
",2005-10-29T14:23:47Z,1890000,AIJSEqgUZGU,https://www.youtube.com/watch?v=AIJSEqgUZGU,letting your intrusive thoughts take over at the adidas factory 👀🤫 #adidas #football #footballboots,"Find out more at http://www.adidas.com

Follow us:
Instagram - http://www.instagram.com/adidas
Twitter - https://www.twitter.com/adidas 
TikTok - https://www.tiktok.com/@adidas",2024-08-24T09:00:08Z,"adidas,football,boots,lionel,messi,predator,F50,copa",28861086,393459.0,,267,17
adidas,UCuLUOxd7ezJ8c6NSLBNRRfg,https://www.youtube.com/@adidas,"Through sport, we have the power to change lives. #YouGotThis
",2005-10-29T14:23:47Z,1890000,zp9B_G22Hss,https://www.youtube.com/watch?v=zp9B_G22Hss,"control challenge with Zidane, Del Piero, Vieira and Schweinsteiger 😮‍💨 #adidas #football #challenge","Find out more at http://www.adidas.com

Follow us:
Instagram - http://www.instagram.com/adidas
Twitter - https://www.twitter.com/adidas 
TikTok - https://www.tiktok.com/@adidas",2024-08-22T09:01:01Z,"Alessandro Del Piero,Bastian Schweinsteiger,Patrick Vieira,Zinédine Zidane,adidas,arsenal,barcelona,bayern,chelsea,cristiano ronaldo,delpiero,football,futbol,fußball,juventus,kit,lamine yamal,legends,liverpool,madrid,manchester united,mbappe,messi,munich,real,ronaldo,shorts,soccer,third,ur cristiano,zidane",23683608,456945.0,,2204,19
adidas,UCuLUOxd7ezJ8c6NSLBNRRfg,https://www.youtube.com/@adidas,"Through sport, we have the power to change lives. #YouGotThis
",2005-10-29T14:23:47Z,1890000,82Ndrpk6118,https://www.youtube.com/watch?v=82Ndrpk6118,Noah Lyles teaching you how to do the perfect dap #NoahLyles #running #adidas,"Find out more at http://www.adidas.com

Follow us:
Instagram - http://www.instagram.com/adidas
Twitter - https://www.twitter.com/adidas 
TikTok - https://www.tiktok.com/@adidas",2024-07-29T15:00:15Z,"adidas,running,Noah,Lyles,Noah Lyles,Track,athletic,athletics,athlete,runner,olympics,olympic,paris,2024,paris 2024",3674825,110368.0,,478,22
adidas,UCuLUOxd7ezJ8c6NSLBNRRfg,https://www.youtube.com/@adidas,"Through sport, we have the power to change lives. #YouGotThis
",2005-10-29T14:23:47Z,1890000,ebAHGzj5QSI,https://www.youtube.com/watch?v=ebAHGzj5QSI,a special birthday cake for Lamine Yamal 🎂⚽️😍 #LamineYamal #Euro2024 #Spain,"The perfect 17 years old bithday cake for Lamine Yamal ✨

Find out more at http://www.adidas.com

Follow us:
Instagram - http://www.instagram.com/adidas
Twitter - https://www.twitter.com/adidas 
TikTok - https://www.tiktok.com/@adidas",2024-07-13T08:52:17Z,"adidas,spain,españa,espana,compleano,compleaňo,birthday,lamine,yamal,lamine yamal,sefutbol,RFEF,euro,2024,euro2024,euro 2024,final,finale,berlin,fussballliebe,football,futbol,fútbol",13189938,370437.0,,4870,38
adidas,UCuLUOxd7ezJ8c6NSLBNRRfg,https://www.youtube.com/@adidas,"Through sport, we have the power to change lives. #YouGotThis
",2005-10-29T14:23:47Z,1890000,FJl8kFnGDEE,https://www.youtube.com/watch?v=FJl8kFnGDEE,AUF GEHT´S! 🇪🇸🤝🇩🇪 #adidas #football #sefutbol,"Find out more at http://www.adidas.com

Follow us:
Instagram - http://www.instagram.com/adidas
Twitter - https://www.twitter.com/adidas 
TikTok - https://www.tiktok.com/adidas",2024-06-11T11:07:48Z,"EURO2024,selección española de fútbol,FEF,Eurocopa Alemania,A por ellos,adidas,sefutbol,Pedri,Morata,Xabi Alonso,Lamine,Adri Contreras,X-Buyer,DjMaRiiO,Joselu,lona príncipe pio,Auf geht’s oé,Dani Olmo,Euro,Football,2024",1784403,100465.0,,465,60
adidas,UCuLUOxd7ezJ8c6NSLBNRRfg,https://www.youtube.com/@adidas,"Through sport, we have the power to change lives. #YouGotThis
",2005-10-29T14:23:47Z,1890000,GXIfOwteamA,https://www.youtube.com/watch?v=GXIfOwteamA,Lamine Yamal 4 storey high control at adidas HQ 🔥⚽️😳 #lamineyamal #football #adidas,"what can't he do 🤷‍♂️

Find out more at http://www.adidas.com

Follow us:
Instagram - http://www.instagram.com/adidas
Twitter - https://www.twitter.com/adidas 
TikTok - https://www.tiktok.com/adidas",2024-06-06T14:38:07Z,"adidas,adidas football,football,lamine,yamal,lamine yamal,barcelona,spain,football skills,skills,control",59107143,1764465.0,,2855,10
adidas,UCuLUOxd7ezJ8c6NSLBNRRfg,https://www.youtube.com/@adidas,"Through sport, we have the power to change lives. #YouGotThis
",2005-10-29T14:23:47Z,1890000,76dvJGizc8A,https://www.youtube.com/watch?v=76dvJGizc8A,T20 Cricket World Cup | adidas x BCCI,"Continuing their unwavering support for team India, adidas unveiled the 'You Got This' campaign, aiming to foster a positive mindset for cricketers gearing up for ICC Men’s T20 World Cup. 

With this campaign adidas aims to encourage each one of them to reinvigorate their love for cricket and wave goodbye to pressure arising from the nation’s expectations of a win. Setting the stage for the much-awaited tournament, ‘You Got This’ awakens a sense of optimism and self-belief in team India. 

Set against the song, ‘Under Pressure’ by Queen & David Bowie, the ‘You Got This’ film delves into the intense pressure experienced by the team before every match. 

Featuring prominent Indian team players including Rohit Sharma, Virat Kohli, Hardik Pandya, Shubman Gill, Mohammed Siraj, Kuldeep Yadav and Ravindra Jadeja, the film captures every emotion that a cricketer feels before the game. 

Further, showcasing the backyard mindset which showcases the individual passion and love for the game in itself that helps each cricketer to rise above and play with joy and total freedom.

Find out more at http://www.adidas.com

Follow us:
Instagram - http://www.instagram.com/adidas
Twitter - https://www.twitter.com/adidas 
TikTok - https://www.tiktok.com/adidas",2024-05-08T12:30:05Z,"adidas,india cricket,india cricket world cup,cricket world cup,bcci,t20 world cup,t20 cricket,t20 cricket world cup,adidas india,india cricket jerseys,rohit sharma,adidas cricket,Virat Kohli,Hardik Pandya,Shubman Gill,sachin tendulkar,dhoni,MS Dhoni,Jofra Archer,Ben Stokes,Shane Warne,Brian Lara,fast bowling,big hitting,yorker,bouncer,wickets,sixes,6 hitting,boundaries",2235845,35506.0,,1683,60
adidas,UCuLUOxd7ezJ8c6NSLBNRRfg,https://www.youtube.com/@adidas,"Through sport, we have the power to change lives. #YouGotThis
",2005-10-29T14:23:47Z,1890000,FzaS0V_FCrI,https://www.youtube.com/watch?v=FzaS0V_FCrI,You Got This | adidas,"We believe in you and know that you've got this.

Pressure has messed with your game long enough. It’s time to remember it’s only pressure. It’s only a kick, a throw, a goal. 

Find the motivation and determination you need to achieve your goals with adidas. Fuel your drive for sport and take on any challenge. Welcome back to sport on your terms. 

#YouGotThis #adidas #sports 

Find out more at http://www.adidas.com

Follow us:
Instagram - http://www.instagram.com/adidas
Twitter - https://www.twitter.com/adidas 
TikTok - https://www.tiktok.com/adidas",2024-02-11T16:58:20Z,"adidas,removing pressure,athlete advice,getting back into sport,loving sport,adidas campaign,sport,motivation,motivational speech,motivational music,motivational quotes,motivational video,motivational,best motivational speech,workout motivation,running motivation,gym motivation,motivation for success,best motivational video,determination,determination workout,progression,under pressure,queen david bowie",1361098,5476.0,,179,88
